Date,Daily_Return
2014-05-31,0.04813108038914371
2014-06-30,0.018563751831949693
2014-07-31,0.03501199040767311
2014-08-31,0.05259499536607959
2014-09-30,0.020471054369359365
2014-10-31,0.012726488352027943
2014-11-30,0.01831735889243835
2014-12-31,-0.028445931813427805
2015-01-31,-0.13024757804090425
2015-02-28,0.08539603960396125
2015-03-31,-0.07286202964652233
2015-04-30,0.19640880580494424
2015-05-31,-0.036595394736842146
2015-06-30,-0.05783183952198023
2015-07-31,0.057757644394110574
2015-08-31,-0.06809421841541752
2015-09-30,0.017003676470587648
2015-10-31,0.1893357433348397
2015-11-30,0.03248480243161089
2015-12-31,0.02079116835326511
2016-01-31,-0.007029560201874618
2016-02-29,-0.07642040297694708
2016-03-31,0.08549528301886822
2016-04-30,-0.09704870541372423
2016-05-31,0.06276318427912586
2016-06-30,-0.034528301886792345
2016-07-31,0.10768028141489139
2016-08-31,0.013761467889907397
2016-09-30,0.002436477549599525
2016-10-31,0.04027777777777719
2016-11-30,0.005674232309745841
2016-12-31,0.03119814138732191
2017-01-31,0.0403926617315733
2017-02-28,-0.010363495746326334
2017-03-31,0.029384182557048444
2017-04-30,0.03947767992711815
2017-05-31,0.020157756354075573
2017-06-30,-0.013029782359679443
2017-07-31,0.054693166980995134
2017-08-31,0.0284731774415401
2017-09-30,-0.0037448174401496503
2017-10-31,0.1166599543562894
2017-11-30,0.011901899495071255
2017-12-31,0.016276583105619746
2018-01-31,0.11070844049567441
2018-02-28,-0.013051257762340951
2018-03-31,-0.026660978991148387
2018-04-30,0.02465213103977293
2018-05-31,0.05688622754491046
2018-06-30,-0.0023269931201936878
2018-07-31,0.07575296623060557
2018-08-31,0.05891779788838569
2018-09-30,0.018160776284163127
2018-10-31,-0.06610125032788361
2018-11-30,0.03819867053646675
2018-12-31,-0.08404725403553093
2019-01-31,0.0281579206458602
2019-02-28,0.07277602221583801
2019-03-31,0.05275372668035372
2019-04-30,0.10734271663557737
2019-05-31,-0.05298621745788645
2019-06-30,0.08311772315653321
2019-07-31,0.017243953418930813
2019-08-31,0.011668012034930175
2019-09-30,0.008486870738430019
2019-10-31,0.031216284255196847
2019-11-30,0.055869428750785044
2019-12-31,0.04174924032236804
2020-01-31,0.07945466074825625
2020-02-29,-0.048287610879398035
2020-03-31,-0.02654157150793157
2020-04-30,0.1363261682835586
2020-05-31,0.022543384855755022
2020-06-30,0.11055934515688959
2020-07-31,0.007370645177141588
2020-08-31,0.1000926784059315
2020-09-30,-0.0673967986520645
2020-10-31,-0.03736984738268445
2020-11-30,0.05729243838593412
2020-12-31,0.039005932638856766
2021-01-31,0.04289182627461541
2021-02-28,0.0018106570098290753
2021-03-31,0.014588174541699583
2021-04-30,0.0696017305000638
2021-05-31,-0.00991355381076997
2021-06-30,0.08498878564562573
2021-07-31,0.05171650055370969
2021-08-31,0.05956266891299
2021-09-30,-0.06611898767722257
2021-10-31,0.1762911464245176
2021-11-30,-0.003105964658343785
2021-12-31,0.01733264769049292
2022-01-31,-0.07534490960989537
2022-02-28,-0.03919866229339497
2022-03-31,0.03186184276582171
2022-04-30,-0.09986701696344624
2022-05-31,-0.020358893052752625
2022-06-30,-0.05532055761945065
2022-07-31,0.0930966008643852
2022-08-31,-0.06864002279689418
2022-09-30,-0.10926683749569743
2022-10-31,-0.0033061399742378983
2022-11-30,0.0991254900271401
2022-12-31,-0.060045465234773165
2023-01-31,0.033316654157284686
2023-02-28,0.006496912957507872
2023-03-31,0.15588164541736838
2023-04-30,0.06576482830385011
2023-05-31,0.06876912061446294
2023-06-30,0.03699869058132066
2023-07-31,-0.013566688201092525
2023-08-31,-0.024291497975708842
2023-09-30,-0.03664266536490146
2023-10-31,0.07081551860649227
2023-11-30,0.12067078761349892
2023-12-31,-0.007574358026971928
2024-01-31,0.057281140304223044
2024-02-29,0.04039438603551471
2024-03-31,0.01711633304322624
2024-04-30,-0.07461019205172081
2024-05-31,0.04451236740040576
