DATE,CORESTICKM159SFRBATL
1972-03-10,3.9113137044193547
1972-03-17,3.9601812206129035
1972-03-24,4.009048736806451
1972-03-31,4.057916253
1972-04-07,4.0377298329
1972-04-14,4.0175434128
1972-04-21,3.9973569927
1972-04-28,3.9771705726
1972-05-05,3.954057926258064
1972-05-12,3.929774789419355
1972-05-19,3.905491652580645
1972-05-26,3.881208515741936
1972-06-02,3.8388451874
1972-06-09,3.7512813803
1972-06-16,3.6637175732
1972-06-23,3.5761537661
1972-06-30,3.488589959
1972-07-07,3.4837917742258067
1972-07-14,3.478993589451613
1972-07-21,3.4741954046774195
1972-07-28,3.469397219903226
1972-08-04,3.454281271387097
1972-08-11,3.431427000064516
1972-08-18,3.4085727287419356
1972-08-25,3.385718457419355
1972-09-01,3.358082319266667
1972-09-08,3.3017549801333335
1972-09-15,3.245427641
1972-09-22,3.1891003018666666
1972-09-29,3.132772962733333
1972-10-06,3.1646774982580643
1972-10-13,3.2112873462258067
1972-10-20,3.2578971941935486
1972-10-27,3.3045070421612905
1972-11-03,3.3248807112
1972-11-10,3.3102728083333335
1972-11-17,3.2956649054666665
1972-11-24,3.2810570026
1972-12-01,3.2646417773870966
1972-12-08,3.237382618096774
1972-12-15,3.2101234588064513
1972-12-22,3.182864299516129
1972-12-29,3.1556051402258065
1973-01-05,3.0986209802903226
1973-01-12,3.0297468200967743
1973-01-19,2.9608726599032256
1973-01-26,2.8919984997096773
1973-02-02,2.8455412477142854
1973-02-09,2.8551262662142856
1973-02-16,2.8647112847142857
1973-02-23,2.874296303214286
1973-03-02,2.8842544476451613
1973-03-09,2.8951454069032256
1973-03-16,2.9060363661612905
1973-03-23,2.916927325419355
1973-03-30,2.9278182846774192
1973-04-06,2.9498399258
1973-04-13,2.9737166805666666
1973-04-20,2.9975934353333336
1973-04-27,3.0214701901
1973-05-04,3.050247616870968
1973-05-11,3.0827005476451617
1973-05-18,3.115153478419355
1973-05-25,3.1476064091935485
1973-06-01,3.172867222366667
1973-06-08,3.1549753299333334
1973-06-15,3.1370834375000003
1973-06-22,3.1191915450666667
1973-06-29,3.101299652633333
1973-07-06,3.082209999483871
1973-07-13,3.062920719548387
1973-07-20,3.0436314396129034
1973-07-27,3.0243421596774196
1973-08-03,3.043261017935484
1973-08-10,3.113124060451613
1973-08-17,3.1829871029677417
1973-08-24,3.2528501454838707
1973-08-31,3.322713188
1973-09-07,3.4678219592666664
1973-09-14,3.6129307305333334
1973-09-21,3.7580395018
1973-09-28,3.9031482730666665
1973-10-05,4.0769676353870965
1973-10-12,4.262271234129032
1973-10-19,4.447574832870967
1973-10-26,4.632878431612903
1973-11-02,4.776075235466666
1973-11-09,4.8140050521
1973-11-16,4.851934868733333
1973-11-23,4.889864685366667
1973-11-30,4.927794502
1973-12-07,5.013660787354839
1973-12-14,5.0995270727096775
1973-12-21,5.185393358064516
1973-12-28,5.271259643419355
1974-01-04,5.377442376258064
1974-01-11,5.498862444709677
1974-01-18,5.62028251316129
1974-01-25,5.741702581612904
1974-02-01,5.8616969685
1974-02-08,5.973137266
1974-02-15,6.0845775635
1974-02-22,6.196017861
1974-03-01,6.308461490741935
1974-03-08,6.426925113935484
1974-03-15,6.5453887371290325
1974-03-22,6.66385236032258
1974-03-29,6.782315983516129
1974-04-05,6.8642558035
1974-04-12,6.9315861022
1974-04-19,6.9989164009
1974-04-26,7.0662466996
1974-05-03,7.165069005903226
1974-05-10,7.305880655677419
1974-05-17,7.446692305451613
1974-05-24,7.587503955225806
1974-05-31,7.728315605
1974-06-07,7.9355281434
1974-06-14,8.1427406818
1974-06-21,8.3499532202
1974-06-28,8.5571657586
1974-07-05,8.763244418903227
1974-07-12,8.968869527967742
1974-07-19,9.174494637032259
1974-07-26,9.380119746096774
1974-08-02,9.56417006303226
1974-08-09,9.694283399645162
1974-08-16,9.824396736258064
1974-08-23,9.954510072870969
1974-08-30,10.084623409483871
1974-09-06,10.201190844400001
1974-09-13,10.315500629033334
1974-09-20,10.429810413666667
1974-09-27,10.5441201983
1974-10-04,10.58902726148387
1974-10-11,10.581882283580644
1974-10-18,10.574737305677418
1974-10-25,10.567592327774193
1974-11-01,10.575610031266667
1974-11-08,10.674603823133333
1974-11-15,10.773597615
1974-11-22,10.872591406866666
1974-11-29,10.971585198733333
1974-12-06,11.084497958548388
1974-12-13,11.19973054635484
1974-12-20,11.31496313416129
1974-12-27,11.430195721967742
1975-01-03,11.508462493935484
1975-01-10,11.537441511451613
1975-01-17,11.566420528967742
1975-01-24,11.595399546483872
1975-01-31,11.624378564
1975-02-07,11.66431776225
1975-02-14,11.7042569605
1975-02-21,11.74419615875
1975-02-28,11.784135357
1975-03-07,11.73663766967742
1975-03-14,11.68913998235484
1975-03-21,11.64164229503226
1975-03-28,11.594144607709678
1975-04-04,11.590396897333335
1975-04-11,11.619461669666666
1975-04-18,11.648526442
1975-04-25,11.677591214333333
1975-05-02,11.648582704645161
1975-05-09,11.474390989903226
1975-05-16,11.30019927516129
1975-05-23,11.126007560419355
1975-05-30,10.951815845677418
1975-06-06,10.8281393998
1975-06-13,10.7128821654
1975-06-20,10.597624930999999
1975-06-27,10.482367696599999
1975-07-04,10.347095570096773
1975-07-11,10.196812274516128
1975-07-18,10.046528978935484
1975-07-25,9.896245683354838
1975-08-01,9.74011396216129
1975-08-08,9.548891687290324
1975-08-15,9.357669412419355
1975-08-22,9.166447137548387
1975-08-29,8.97522486267742
1975-09-05,8.853895133333333
1975-09-12,8.7605224222
1975-09-19,8.667149711066667
1975-09-26,8.573776999933333
1975-10-03,8.480663070806452
1975-10-10,8.387894184354838
1975-10-17,8.295125297903226
1975-10-24,8.202356411451612
1975-10-31,8.109587525
1975-11-07,8.1057077204
1975-11-14,8.1018279158
1975-11-21,8.097948111200001
1975-11-28,8.0940683066
1975-12-05,8.027190325193548
1975-12-12,7.9351130730645165
1975-12-19,7.843035820935484
1975-12-26,7.7509585688064515
1976-01-02,7.6855667341612905
1976-01-09,7.686888443225807
1976-01-16,7.688210152290322
1976-01-23,7.689531861354839
1976-01-30,7.690853570419355
1976-02-06,7.625378358896552
1976-02-13,7.548770327275863
1976-02-20,7.472162295655172
1976-02-27,7.395554264034483
1976-03-05,7.367399712096774
1976-03-12,7.358626552032258
1976-03-19,7.349853391967741
1976-03-26,7.341080231903225
1976-04-02,7.302323457933333
1976-04-09,7.1886076492
1976-04-16,7.074891840466666
1976-04-23,6.961176031733333
1976-04-30,6.847460223
1976-05-07,6.874201775193548
1976-05-14,6.900943327387097
1976-05-21,6.927684879580645
1976-05-28,6.954426431774194
1976-06-04,6.953237751800001
1976-06-11,6.9311013977
1976-06-18,6.9089650436
1976-06-25,6.8868286895
1976-07-02,6.8850542189032256
1976-07-09,6.934184457064516
1976-07-16,6.983314695225807
1976-07-23,7.032444933387096
1976-07-30,7.081575171548387
1976-08-06,7.1396775437741935
1976-08-13,7.199275271677419
1976-08-20,7.258872999580645
1976-08-27,7.318470727483871
1976-09-03,7.326492264400001
1976-09-10,7.2657455466666665
1976-09-17,7.204998828933333
1976-09-24,7.1442521112
1976-10-01,7.085286413322581
1976-10-08,7.0370068345806445
1976-10-15,6.988727255838709
1976-10-22,6.940447677096774
1976-10-29,6.892168098354839
1976-11-05,6.8340164515
1976-11-12,6.7719159774
1976-11-19,6.7098155033
1976-11-26,6.6477150292000005
1976-12-03,6.5720143918064515
1976-12-10,6.478180203354839
1976-12-17,6.384346014903226
1976-12-24,6.290511826451612
1976-12-31,6.196677638
1977-01-07,6.1633103421612905
1977-01-14,6.12994304632258
1977-01-21,6.096575750483871
1977-01-28,6.063208454645161
1977-02-04,6.049394747142857
1977-02-11,6.050246230892857
1977-02-18,6.051097714642857
1977-02-25,6.051949198392857
1977-03-04,6.058839833290323
1977-03-11,6.0702598315483876
1977-03-18,6.081679829806451
1977-03-25,6.093099828064516
1977-04-01,6.1188139752333335
1977-04-08,6.230293015866667
1977-04-15,6.3417720565
1977-04-22,6.453251097133333
1977-04-29,6.5647301377666665
1977-05-06,6.61169811416129
1977-05-13,6.647914246516129
1977-05-20,6.684130378870968
1977-05-27,6.720346511225807
1977-06-03,6.758959035
1977-06-10,6.800766747333333
1977-06-17,6.842574459666666
1977-06-24,6.8843821720000005
1977-07-01,6.9189571435161294
1977-07-08,6.910135670129033
1977-07-15,6.901314196741936
1977-07-22,6.892492723354839
1977-07-29,6.883671249967742
1977-08-05,6.8733316915806455
1977-08-12,6.8623848991935485
1977-08-19,6.851438106806452
1977-08-26,6.840491314419355
1977-09-02,6.8353933224666665
1977-09-09,6.8449173316
1977-09-16,6.8544413407333336
1977-09-23,6.863965349866667
1977-09-30,6.873489359
1977-10-07,6.890798596806452
1977-10-14,6.908107834612903
1977-10-21,6.9254170724193544
1977-10-28,6.942726310225806
1977-11-04,6.956725164733333
1977-11-11,6.968241231766666
1977-11-18,6.9797572988
1977-11-25,6.991273365833333
1977-12-02,7.023014838580646
1977-12-09,7.105319825612903
1977-12-16,7.187624812645161
1977-12-23,7.26992979967742
1977-12-30,7.352234786709678
1978-01-06,7.365540076064517
1978-01-13,7.367345415806452
1978-01-20,7.369150755548387
1978-01-27,7.370956095290323
1978-02-03,7.368671406357143
1978-02-10,7.360933345857143
1978-02-17,7.353195285357143
1978-02-24,7.345457224857143
1978-03-03,7.349993641
1978-03-10,7.370896026
1978-03-17,7.391798411
1978-03-24,7.412700795999999
1978-03-31,7.433603181
1978-04-07,7.428984182933333
1978-04-14,7.424365184866666
1978-04-21,7.419746186799999
1978-04-28,7.415127188733333
1978-05-05,7.450853271290322
1978-05-12,7.502717386096774
1978-05-19,7.554581500903226
1978-05-26,7.606445615709678
1978-06-02,7.6458695914
1978-06-09,7.6541932193
1978-06-16,7.6625168472
1978-06-23,7.6708404751
1978-06-30,7.679164103
1978-07-07,7.731929293483871
1978-07-14,7.784694483967741
1978-07-21,7.837459674451613
1978-07-28,7.890224864935484
1978-08-04,7.946871562774193
1978-08-11,8.006429391129032
1978-08-18,8.06598721948387
1978-08-25,8.12554504783871
1978-09-01,8.189913066566668
1978-09-08,8.283142227533334
1978-09-15,8.3763713885
1978-09-22,8.469600549466668
1978-09-29,8.562829710433334
1978-10-06,8.665241853870969
1978-10-13,8.769184494387098
1978-10-20,8.873127134903227
1978-10-27,8.977069775419356
1978-11-03,9.0539714891
1978-11-10,9.094818633666668
1978-11-17,9.135665778233333
1978-11-24,9.1765129228
1978-12-01,9.206572755354838
1978-12-08,9.17190871583871
1978-12-15,9.137244676322581
1978-12-22,9.102580636806453
1978-12-29,9.067916597290322
1979-01-05,9.060029319870969
1979-01-12,9.062852747290323
1979-01-19,9.065676174709678
1979-01-26,9.068499602129032
1979-02-02,9.106290621785714
1979-02-09,9.231500622035714
1979-02-16,9.356710622285714
1979-02-23,9.481920622535714
1979-03-02,9.578052390225805
1979-03-09,9.601488576516129
1979-03-16,9.624924762806451
1979-03-23,9.648360949096773
1979-03-30,9.671797135387097
1979-04-06,9.723906831999999
1979-04-13,9.780795447
1979-04-20,9.837684062
1979-04-27,9.894572677
1979-05-04,9.940040356774194
1979-05-11,9.976942335129031
1979-05-18,10.01384431348387
1979-05-25,10.05074629183871
1979-06-01,10.088603115266666
1979-06-08,10.132189009133333
1979-06-15,10.175774902999999
1979-06-22,10.219360796866667
1979-06-29,10.262946690733333
1979-07-06,10.314690823064515
1979-07-13,10.367794661806451
1979-07-20,10.420898500548386
1979-07-27,10.474002339290323
1979-08-03,10.546096748709678
1979-08-10,10.643511919032258
1979-08-17,10.74092708935484
1979-08-24,10.83834225967742
1979-08-31,10.93575743
1979-09-07,10.946949384666667
1979-09-14,10.958141339333334
1979-09-21,10.969333294
1979-09-28,10.980525248666668
1979-10-05,11.02784573032258
1979-10-12,11.089617622774194
1979-10-19,11.151389515225807
1979-10-26,11.21316140767742
1979-11-02,11.301904463266666
1979-11-09,11.4580754267
1979-11-16,11.614246390133333
1979-11-23,11.770417353566668
1979-11-30,11.926588317
1979-12-07,12.108949238580646
1979-12-14,12.291310160161292
1979-12-21,12.473671081741935
1979-12-28,12.656032003322581
1980-01-04,12.829096240387097
1980-01-11,12.995187964064517
1980-01-18,13.161279687741935
1980-01-25,13.327371411419355
1980-02-01,13.474210122999999
1980-02-08,13.505530762
1980-02-15,13.536851401
1980-02-22,13.56817204
1980-02-29,13.599492679
1980-03-07,13.764822460129032
1980-03-14,13.930152241258066
1980-03-21,14.095482022387097
1980-03-28,14.26081180351613
1980-04-04,14.388139100533333
1980-04-11,14.486964534466667
1980-04-18,14.5857899684
1980-04-25,14.684615402333334
1980-05-02,14.778435181032258
1980-05-09,14.859740821645161
1980-05-16,14.941046462258065
1980-05-23,15.022352102870968
1980-05-30,15.103657743483872
1980-06-06,15.2470516118
1980-06-13,15.400793518066667
1980-06-20,15.554535424333334
1980-06-27,15.7082773306
1980-07-04,15.562456205322581
1980-07-11,15.191962806387096
1980-07-18,14.821469407451612
1980-07-25,14.450976008516129
1980-08-01,14.105505376612903
1980-08-08,13.910171346903226
1980-08-15,13.714837317193549
1980-08-22,13.519503287483872
1980-08-29,13.324169257774194
1980-09-05,13.238258387
1980-09-12,13.1961167798
1980-09-19,13.153975172600001
1980-09-26,13.1118335654
1980-10-03,13.087407754032258
1980-10-10,13.086603003774194
1980-10-17,13.08579825351613
1980-10-24,13.084993503258064
1980-10-31,13.084188753
1980-11-07,13.034351799166666
1980-11-14,12.984514845333333
1980-11-21,12.9346778915
1980-11-28,12.884840937666667
1980-12-05,12.84070667751613
1980-12-12,12.79885349483871
1980-12-19,12.75700031216129
1980-12-26,12.71514712948387
1981-01-02,12.642209971387096
1981-01-09,12.491562874741936
1981-01-16,12.340915778096774
1981-01-23,12.190268681451613
1981-01-30,12.03962158480645
1981-02-06,11.849065704285714
1981-02-13,11.651858359785715
1981-02-20,11.454651015285714
1981-02-27,11.257443670785715
1981-03-06,11.053155762935484
1981-03-13,10.847687761193548
1981-03-20,10.642219759451613
1981-03-27,10.436751757709677
1981-04-03,10.2584669873
1981-04-10,10.116426525333333
1981-04-17,9.974386063366666
1981-04-24,9.8323456014
1981-05-01,9.707130956580645
1981-05-08,9.68287121464516
1981-05-15,9.658611472709678
1981-05-22,9.634351730774194
1981-05-29,9.61009198883871
1981-06-05,9.537995134666666
1981-06-12,9.4467634356
1981-06-19,9.355531736533333
1981-06-26,9.264300037466667
1981-07-03,9.408238222935484
1981-07-10,9.865736254451614
1981-07-17,10.323234285967743
1981-07-24,10.78073231748387
1981-07-31,11.238230349
1981-08-07,11.369313638580646
1981-08-14,11.50039692816129
1981-08-21,11.631480217741936
1981-08-28,11.76256350732258
1981-09-04,11.873438280133334
1981-09-11,11.969156665366667
1981-09-18,12.0648750506
1981-09-25,12.160593435833334
1981-10-02,12.166853272419356
1981-10-09,11.949466737387096
1981-10-16,11.732080202354839
1981-10-23,11.51469366732258
1981-10-30,11.297307132290323
1981-11-06,11.1178085932
1981-11-13,10.9446247201
1981-11-20,10.771440847000001
1981-11-27,10.5982569739
1981-12-04,10.437810331419355
1981-12-11,10.286916611903226
1981-12-18,10.136022892387096
1981-12-25,9.985129172870968
1982-01-01,9.843341754032258
1982-01-08,9.756192139258063
1982-01-15,9.66904252448387
1982-01-22,9.581892909709678
1982-01-29,9.494743294935484
1982-02-05,9.482340656607143
1982-02-12,9.499836808857143
1982-02-19,9.517332961107142
1982-02-26,9.534829113357143
1982-03-05,9.435086486741934
1982-03-12,9.288448348580644
1982-03-19,9.141810210419354
1982-03-26,8.995172072258065
1982-04-02,8.903143504866666
1982-04-09,8.9476388644
1982-04-16,8.992134223933334
1982-04-23,9.036629583466667
1982-04-30,9.081124943
1982-05-07,9.074761737741936
1982-05-14,9.068398532483872
1982-05-21,9.062035327225807
1982-05-28,9.055672121967742
1982-06-04,9.029650435066667
1982-06-11,8.988884886933334
1982-06-18,8.9481193388
1982-06-25,8.907353790666667
1982-07-02,8.814438807096774
1982-07-09,8.591150234935483
1982-07-16,8.367861662774194
1982-07-23,8.144573090612903
1982-07-30,7.921284518451613
1982-08-06,7.780942842548387
1982-08-13,7.654425649354839
1982-08-20,7.52790845616129
1982-08-27,7.401391262967742
1982-09-03,7.1941429677
1982-09-10,6.879253203
1982-09-17,6.5643634383
1982-09-24,6.249473673600001
1982-10-01,5.979548170580646
1982-10-08,5.979408237645162
1982-10-15,5.979268304709677
1982-10-22,5.979128371774193
1982-10-29,5.97898843883871
1982-11-05,5.866545875833333
1982-11-12,5.7091822608
1982-11-19,5.551818645766667
1982-11-26,5.394455030733333
1982-12-03,5.202346407483871
1982-12-10,4.963911106612903
1982-12-17,4.725475805741936
1982-12-24,4.4870405048709685
1982-12-31,4.248605204
1983-01-07,4.288347533967742
1983-01-14,4.328089863935484
1983-01-21,4.367832193903226
1983-01-28,4.407574523870968
1983-02-04,4.414836823
1983-02-11,4.397739099
1983-02-18,4.380641375
1983-02-25,4.363543651
1983-03-04,4.385908375774194
1983-03-11,4.437869937129032
1983-03-18,4.489831498483871
1983-03-25,4.541793059838709
1983-04-01,4.573044472566666
1983-04-08,4.480034993533333
1983-04-15,4.3870255144999994
1983-04-22,4.294016035466667
1983-04-29,4.201006556433334
1983-05-06,4.013052020322581
1983-05-13,3.809273308032258
1983-05-20,3.6054945957419355
1983-05-27,3.401715883451613
1983-06-03,3.2149902546
1983-06-10,3.0510020703333334
1983-06-17,2.8870138860666668
1983-06-24,2.7230257018
1983-07-01,2.5756210781935485
1983-07-08,2.5277178185483873
1983-07-15,2.4798145589032257
1983-07-22,2.4319112992580645
1983-07-29,2.3840080396129033
1983-08-05,2.3578898512580646
1983-08-12,2.340485691419355
1983-08-19,2.323081531580645
1983-08-26,2.305677371741935
1983-09-02,2.319623797933333
1983-09-09,2.4119466892
1983-09-16,2.5042695804666666
1983-09-23,2.5965924717333335
1983-09-30,2.688915363
1983-10-07,2.7224644714193547
1983-10-14,2.7560135798387098
1983-10-21,2.7895626882580644
1983-10-28,2.8231117966774195
1983-11-04,2.9253719536
1983-11-11,3.0791653969
1983-11-18,3.2329588402
1983-11-25,3.3867522835
1983-12-02,3.558473917580645
1983-12-09,3.775016028612903
1983-12-16,3.991558139645161
1983-12-23,4.208100250677419
1983-12-30,4.424642361709678
1984-01-06,4.458562154354839
1984-01-13,4.4620448939354835
1984-01-20,4.465527633516129
1984-01-27,4.469010373096774
1984-02-03,4.474956417689655
1984-02-10,4.484186868965517
1984-02-17,4.493417320241379
1984-02-24,4.502647771517241
1984-03-02,4.517601309903226
1984-03-09,4.546862566064516
1984-03-16,4.5761238222258065
1984-03-23,4.605385078387097
1984-03-30,4.634646334548387
1984-04-06,4.6374971304
1984-04-13,4.635946182866666
1984-04-20,4.634395235333334
1984-04-27,4.6328442878
1984-05-04,4.640151859354839
1984-05-11,4.654103320225807
1984-05-18,4.6680547810967745
1984-05-25,4.682006241967741
1984-06-01,4.6966007027
1984-06-08,4.715053162599999
1984-06-15,4.733505622499999
1984-06-22,4.7519580824
1984-06-29,4.7704105423
1984-07-06,4.794049753548387
1984-07-13,4.818553423354839
1984-07-20,4.84305709316129
1984-07-27,4.8675607629677415
1984-08-03,4.894754610096774
1984-08-10,4.925535360322581
1984-08-17,4.9563161105483875
1984-08-24,4.9870968607741935
1984-08-31,5.017877611
1984-09-07,5.0422686681333335
1984-09-14,5.066659725266667
1984-09-21,5.0910507824
1984-09-28,5.115441839533333
1984-10-05,5.1165755796129035
1984-10-12,5.108406392870968
1984-10-19,5.100237206129032
1984-10-26,5.092068019387097
1984-11-02,5.077244010866667
1984-11-09,5.0457829479
1984-11-16,5.0143218849333335
1984-11-23,4.982860821966667
1984-11-30,4.951399759
1984-12-07,4.970244958258065
1984-12-14,4.989090157516129
1984-12-21,5.007935356774194
1984-12-28,5.026780556032258
1985-01-04,4.99350903
1985-01-11,4.92114996
1985-01-18,4.84879089
1985-01-25,4.77643182
1985-02-01,4.719612711357143
1985-02-08,4.756033370857143
1985-02-15,4.792454030357143
1985-02-22,4.828874689857143
1985-03-01,4.863004747419355
1985-03-08,4.883391193354838
1985-03-15,4.903777639290323
1985-03-22,4.924164085225806
1985-03-29,4.94455053116129
1985-04-05,4.915787743166666
1985-04-12,4.8673652616
1985-04-19,4.818942780033333
1985-04-26,4.770520298466666
1985-05-03,4.770078769741935
1985-05-10,4.833611844806451
1985-05-17,4.897144919870968
1985-05-24,4.960677994935484
1985-05-31,5.02421107
1985-06-07,5.028495099166666
1985-06-14,5.032779128333333
1985-06-21,5.0370631574999996
1985-06-28,5.041347186666666
1985-07-05,5.025133606612903
1985-07-12,5.000720982870968
1985-07-19,4.976308359129032
1985-07-26,4.9518957353870965
1985-08-02,4.934263962354839
1985-08-09,4.933584316096774
1985-08-16,4.93290466983871
1985-08-23,4.932225023580645
1985-08-30,4.931545377322581
1985-09-06,4.8996098416
1985-09-13,4.862464990966667
1985-09-20,4.825320140333333
1985-09-27,4.7881752897
1985-10-04,4.785816714709678
1985-10-11,4.809547846451613
1985-10-18,4.833278978193548
1985-10-25,4.8570101099354845
1985-11-01,4.885918788200001
1985-11-08,4.9458927456
1985-11-15,5.005866703000001
1985-11-22,5.0658406604
1985-11-29,5.1258146178
1985-12-06,5.111358489225807
1985-12-13,5.084497346322581
1985-12-20,5.057636203419355
1985-12-27,5.030775060516129
1986-01-03,5.041122007741936
1986-01-10,5.101079741806452
1986-01-17,5.161037475870968
